#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2018 01 01 00 00 00 1 2881.526
2018 01 01 00 15 00 1 2881.588
2018 01 01 00 30 00 1 2881.655
2018 01 01 00 45 00 1 2881.727
2018 01 01 01 00 00 1 2881.800
2018 01 01 01 15 00 1 2881.873
2018 01 01 01 30 00 1 2881.944
2018 01 01 01 45 00 1 2882.013
2018 01 01 02 00 00 1 2882.077
2018 01 01 02 15 00 1 2882.135
2018 01 01 02 30 00 1 2882.186
2018 01 01 02 45 00 1 2882.230
2018 01 01 03 00 00 1 2882.263
2018 01 01 03 15 00 1 2882.284
2018 01 01 03 30 00 1 2882.295
2018 01 01 03 45 00 1 2882.293
2018 01 01 04 00 00 1 2882.281
2018 01 01 04 15 00 1 2882.253
2018 01 01 04 30 00 1 2882.212
2018 01 01 04 45 00 1 2882.157
2018 01 01 05 00 00 1 2882.092
2018 01 01 05 15 00 1 2882.014
2018 01 01 05 30 00 1 2881.925
2018 01 01 05 45 00 1 2881.823
2018 01 01 06 00 00 1 2881.710
2018 01 01 06 15 00 1 2881.590
2018 01 01 06 30 00 1 2881.463
2018 01 01 06 45 00 1 2881.330
2018 01 01 07 00 00 1 2881.190
2018 01 01 07 15 00 1 2881.049
2018 01 01 07 30 00 1 2880.910
2018 01 01 07 45 00 1 2880.770
2018 01 01 08 00 00 1 2880.634
2018 01 01 08 15 00 1 2880.502
2018 01 01 08 30 00 1 2880.379
2018 01 01 08 45 00 1 2880.265
2018 01 01 09 00 00 1 2880.160
2018 01 01 09 15 00 1 2880.070
2018 01 01 09 30 00 1 2879.991
2018 01 01 09 45 00 1 2879.928
2018 01 01 10 00 00 1 2879.881
2018 01 01 10 15 00 1 2879.852
2018 01 01 10 30 00 1 2879.839
2018 01 01 10 45 00 1 2879.843
2018 01 01 11 00 00 1 2879.865
2018 01 01 11 15 00 1 2879.906
2018 01 01 11 30 00 1 2879.960
2018 01 01 11 45 00 1 2880.028
2018 01 01 12 00 00 1 2880.114
2018 01 01 12 15 00 1 2880.215
2018 01 01 12 30 00 1 2880.329
2018 01 01 12 45 00 1 2880.452
2018 01 01 13 00 00 1 2880.585
2018 01 01 13 15 00 1 2880.727
2018 01 01 13 30 00 1 2880.875
2018 01 01 13 45 00 1 2881.027
2018 01 01 14 00 00 1 2881.179
2018 01 01 14 15 00 1 2881.331
2018 01 01 14 30 00 1 2881.480
2018 01 01 14 45 00 1 2881.626
2018 01 01 15 00 00 1 2881.764
2018 01 01 15 15 00 1 2881.897
2018 01 01 15 30 00 1 2882.021
2018 01 01 15 45 00 1 2882.133
2018 01 01 16 00 00 1 2882.231
2018 01 01 16 15 00 1 2882.318
2018 01 01 16 30 00 1 2882.391
