#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2019 01 01 00 00 00 1 5855.097
2019 01 01 00 15 00 1 5855.094
2019 01 01 00 30 00 1 5855.102
2019 01 01 00 45 00 1 5855.115
2019 01 01 01 00 00 1 5855.133
2019 01 01 01 15 00 1 5855.160
2019 01 01 01 30 00 1 5855.191
2019 01 01 01 45 00 1 5855.222
2019 01 01 02 00 00 1 5855.260
2019 01 01 02 15 00 1 5855.300
2019 01 01 02 30 00 1 5855.342
2019 01 01 02 45 00 1 5855.390
2019 01 01 03 00 00 1 5855.442
2019 01 01 03 15 00 1 5855.493
2019 01 01 03 30 00 1 5855.546
2019 01 01 03 45 00 1 5855.595
2019 01 01 04 00 00 1 5855.643
2019 01 01 04 15 00 1 5855.684
2019 01 01 04 30 00 1 5855.724
2019 01 01 04 45 00 1 5855.762
2019 01 01 05 00 00 1 5855.796
2019 01 01 05 15 00 1 9999.000
2019 01 01 05 30 00 1 9999.000
2019 01 01 05 45 00 1 9999.000
2019 01 01 06 00 00 1 9999.000
2019 01 01 06 15 00 1 5855.881
2019 01 01 06 30 00 1 5855.880
2019 01 01 06 45 00 1 5855.872
2019 01 01 07 00 00 1 5855.860
2019 01 01 07 15 00 1 5855.838
2019 01 01 07 30 00 1 5855.809
2019 01 01 07 45 00 1 5855.775
2019 01 01 08 00 00 1 5855.734
2019 01 01 08 15 00 1 5855.689
2019 01 01 08 30 00 1 5855.638
2019 01 01 08 45 00 1 5855.584
2019 01 01 09 00 00 1 5855.523
2019 01 01 09 15 00 1 5855.461
2019 01 01 09 30 00 1 5855.395
2019 01 01 09 45 00 1 5855.331
2019 01 01 10 00 00 1 5855.266
2019 01 01 10 15 00 1 5855.200
2019 01 01 10 30 00 1 5855.133
2019 01 01 10 45 00 1 5855.071
2019 01 01 11 00 00 1 5855.011
2019 01 01 11 15 00 1 5854.959
2019 01 01 11 30 00 1 5854.911
2019 01 01 11 45 00 1 5854.866
2019 01 01 12 00 00 1 5854.828
2019 01 01 12 15 00 1 5854.795
2019 01 01 12 30 00 1 5854.771
2019 01 01 12 45 00 1 5854.757
2019 01 01 13 00 00 1 5854.747
2019 01 01 13 15 00 1 5854.743
2019 01 01 13 30 00 1 5854.748
2019 01 01 13 45 00 1 5854.760
2019 01 01 14 00 00 1 5854.777
2019 01 01 14 15 00 1 5854.803
2019 01 01 14 30 00 1 5854.835
2019 01 01 14 45 00 1 5854.876
2019 01 01 15 00 00 1 5854.921
2019 01 01 15 15 00 1 5854.970
2019 01 01 15 30 00 1 5855.023
2019 01 01 15 45 00 1 5855.079
2019 01 01 16 00 00 1 5855.134
2019 01 01 16 15 00 1 9999.000
2019 01 01 16 30 00 1 9999.000
2019 01 01 16 45 00 1 9999.000
2019 01 01 17 00 00 1 9999.000
2019 01 01 17 15 00 1 5855.418
2019 01 01 17 30 00 1 5855.471
2019 01 01 17 45 00 1 5855.520
2019 01 01 18 00 00 1 5855.566
2019 01 01 18 15 00 1 9999.000
2019 01 01 18 30 00 1 9999.000
2019 01 01 18 45 00 1 9999.000
2019 01 01 19 00 00 1 9999.000
2019 01 01 19 15 00 1 5855.714
2019 01 01 19 30 00 1 5855.725
2019 01 01 19 45 00 1 5855.726
2019 01 01 20 00 00 1 5855.722
2019 01 01 20 15 00 1 5855.711
2019 01 01 20 30 00 1 5855.694
2019 01 01 20 45 00 1 5855.671
2019 01 01 21 00 00 1 5855.645
2019 01 01 21 15 00 1 5855.612
2019 01 01 21 30 00 1 5855.578
2019 01 01 21 45 00 1 5855.536
2019 01 01 22 00 00 1 5855.492
2019 01 01 22 15 00 1 5855.450
2019 01 01 22 30 00 1 5855.404
2019 01 01 22 45 00 1 5855.359
2019 01 01 23 00 00 1 5855.315
2019 01 01 23 15 00 1 5855.273
2019 01 01 23 30 00 1 5855.234
2019 01 01 23 45 00 1 5855.196
2019 01 02 00 00 00 1 5855.163
2019 01 02 00 15 00 1 5855.141
2019 01 02 00 30 00 1 5855.120
2019 01 02 00 45 00 1 5855.105
2019 01 02 01 00 00 1 5855.098
2019 01 02 01 15 00 1 5855.096
2019 01 02 01 30 00 1 5855.103
2019 01 02 01 45 00 1 5855.117
2019 01 02 02 00 00 1 5855.136
2019 01 02 02 15 00 1 5855.160
2019 01 02 02 30 00 1 5855.192
2019 01 02 02 45 00 1 5855.229
2019 01 02 03 00 00 1 5855.273
2019 01 02 03 15 00 1 5855.320
2019 01 02 03 30 00 1 5855.370
2019 01 02 03 45 00 1 5855.422
2019 01 02 04 00 00 1 5855.475
2019 01 02 04 15 00 1 5855.526
2019 01 02 04 30 00 1 5855.579
2019 01 02 04 45 00 1 5855.630
2019 01 02 05 00 00 1 5855.679
