#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2023 01 01 00 00 00 1 5805.737
2023 01 01 00 15 00 1 5805.760
2023 01 01 00 30 00 1 5805.790
2023 01 01 00 45 00 1 5805.821
2023 01 01 01 00 00 1 5805.857
2023 01 01 01 15 00 1 5805.898
2023 01 01 01 30 00 1 5805.939
2023 01 01 01 45 00 1 5805.984
2023 01 01 02 00 00 1 5806.029
2023 01 01 02 15 00 1 5806.076
2023 01 01 02 30 00 1 5806.122
2023 01 01 02 45 00 1 5806.167
2023 01 01 03 00 00 1 5806.212
2023 01 01 03 15 00 1 5806.255
2023 01 01 03 30 00 1 5806.294
2023 01 01 03 45 00 1 5806.330
2023 01 01 04 00 00 1 5806.362
2023 01 01 04 15 00 1 5806.389
2023 01 01 04 30 00 1 5806.413
2023 01 01 04 45 00 1 5806.430
2023 01 01 05 00 00 1 5806.442
2023 01 01 05 15 00 1 5806.446
2023 01 01 05 30 00 1 5806.447
2023 01 01 05 45 00 1 5806.438
2023 01 01 06 00 00 1 5806.428
2023 01 01 06 15 00 1 5806.408
2023 01 01 06 30 00 1 5806.383
2023 01 01 06 45 00 1 5806.356
2023 01 01 07 00 00 1 5806.321
2023 01 01 07 15 00 1 5806.280
2023 01 01 07 30 00 1 5806.236
2023 01 01 07 45 00 1 5806.191
2023 01 01 08 00 00 1 5806.139
2023 01 01 08 15 00 1 5806.086
2023 01 01 08 30 00 1 5806.027
2023 01 01 08 45 00 1 5805.969
2023 01 01 09 00 00 1 5805.911
2023 01 01 09 15 00 1 5805.851
2023 01 01 09 30 00 1 5805.797
2023 01 01 09 45 00 1 5805.738
2023 01 01 10 00 00 1 5805.687
2023 01 01 10 15 00 1 9999.000
2023 01 01 10 30 00 1 9999.000
2023 01 01 10 45 00 1 9999.000
2023 01 01 11 00 00 1 9999.000
2023 01 01 11 15 00 1 5805.482
2023 01 01 11 30 00 1 5805.455
2023 01 01 11 45 00 1 5805.435
2023 01 01 12 00 00 1 5805.420
2023 01 01 12 15 00 1 5805.413
2023 01 01 12 30 00 1 5805.411
2023 01 01 12 45 00 1 5805.414
2023 01 01 13 00 00 1 5805.421
2023 01 01 13 15 00 1 5805.437
2023 01 01 13 30 00 1 5805.459
2023 01 01 13 45 00 1 5805.486
2023 01 01 14 00 00 1 5805.518
2023 01 01 14 15 00 1 5805.555
2023 01 01 14 30 00 1 5805.595
2023 01 01 14 45 00 1 5805.637
2023 01 01 15 00 00 1 5805.680
2023 01 01 15 15 00 1 5805.725
2023 01 01 15 30 00 1 5805.772
2023 01 01 15 45 00 1 5805.819
2023 01 01 16 00 00 1 5805.864
2023 01 01 16 15 00 1 5805.910
2023 01 01 16 30 00 1 5805.953
2023 01 01 16 45 00 1 5805.990
2023 01 01 17 00 00 1 5806.024
2023 01 01 17 15 00 1 5806.055
2023 01 01 17 30 00 1 5806.084
2023 01 01 17 45 00 1 5806.107
2023 01 01 18 00 00 1 5806.130
2023 01 01 18 15 00 1 5806.146
2023 01 01 18 30 00 1 5806.160
2023 01 01 18 45 00 1 5806.165
2023 01 01 19 00 00 1 5806.165
2023 01 01 19 15 00 1 5806.162
2023 01 01 19 30 00 1 5806.153
2023 01 01 19 45 00 1 5806.139
2023 01 01 20 00 00 1 5806.123
2023 01 01 20 15 00 1 5806.105
2023 01 01 20 30 00 1 5806.078
2023 01 01 20 45 00 1 5806.052
2023 01 01 21 00 00 1 5806.021
2023 01 01 21 15 00 1 5805.993
2023 01 01 21 30 00 1 5805.962
2023 01 01 21 45 00 1 5805.929
2023 01 01 22 00 00 1 5805.898
2023 01 01 22 15 00 1 5805.870
2023 01 01 22 30 00 1 5805.845
2023 01 01 22 45 00 1 5805.823
2023 01 01 23 00 00 1 5805.801
2023 01 01 23 15 00 1 5805.785
2023 01 01 23 30 00 1 5805.773
2023 01 01 23 45 00 1 5805.764
2023 01 02 00 00 00 1 5805.760
2023 01 02 00 15 00 1 9999.000
2023 01 02 00 30 00 1 9999.000
2023 01 02 00 45 00 1 9999.000
2023 01 02 01 00 00 1 9999.000
2023 01 02 01 15 00 1 9999.000
2023 01 02 01 30 00 1 9999.000
2023 01 02 01 45 00 1 9999.000
2023 01 02 02 00 00 1 9999.000
2023 01 02 02 15 00 1 9999.000
2023 01 02 02 30 00 1 9999.000
2023 01 02 02 45 00 1 9999.000
2023 01 02 03 00 00 1 9999.000
2023 01 02 03 15 00 1 9999.000
2023 01 02 03 30 00 1 9999.000
2023 01 02 03 45 00 1 9999.000
2023 01 02 04 00 00 1 9999.000
2023 01 02 04 15 00 1 9999.000
2023 01 02 04 30 00 1 9999.000
2023 01 02 04 45 00 1 9999.000
2023 01 02 05 00 00 1 9999.000
2023 01 02 05 15 00 1 9999.000
2023 01 02 05 30 00 1 9999.000
2023 01 02 05 45 00 1 9999.000
2023 01 02 06 00 00 1 9999.000
2023 01 02 06 15 00 1 5806.442
2023 01 02 06 30 00 1 5806.441
