#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2020 01 01 00 00 00 1 5855.541
2020 01 01 00 15 00 1 5855.591
2020 01 01 00 30 00 1 5855.635
2020 01 01 00 45 00 1 5855.674
2020 01 01 01 00 00 1 5855.703
2020 01 01 01 15 00 1 5855.727
2020 01 01 01 30 00 1 5855.744
2020 01 01 01 45 00 1 5855.756
2020 01 01 02 00 00 1 5855.760
2020 01 01 02 15 00 1 5855.757
2020 01 01 02 30 00 1 5855.746
2020 01 01 02 45 00 1 5855.726
2020 01 01 03 00 00 1 5855.705
2020 01 01 03 15 00 1 5855.676
2020 01 01 03 30 00 1 5855.645
2020 01 01 03 45 00 1 5855.607
2020 01 01 04 00 00 1 5855.564
2020 01 01 04 15 00 1 5855.519
2020 01 01 04 30 00 1 5855.471
2020 01 01 04 45 00 1 5855.421
2020 01 01 05 00 00 1 5855.370
2020 01 01 05 15 00 1 5855.322
2020 01 01 05 30 00 1 5855.277
2020 01 01 05 45 00 1 5855.232
2020 01 01 06 00 00 1 5855.195
2020 01 01 06 15 00 1 5855.159
2020 01 01 06 30 00 1 5855.131
2020 01 01 06 45 00 1 5855.107
2020 01 01 07 00 00 1 5855.088
2020 01 01 07 15 00 1 5855.074
2020 01 01 07 30 00 1 5855.066
2020 01 01 07 45 00 1 5855.064
2020 01 01 08 00 00 1 5855.069
2020 01 01 08 15 00 1 5855.079
2020 01 01 08 30 00 1 5855.091
2020 01 01 08 45 00 1 5855.113
2020 01 01 09 00 00 1 5855.139
2020 01 01 09 15 00 1 5855.171
2020 01 01 09 30 00 1 5855.206
2020 01 01 09 45 00 1 5855.243
2020 01 01 10 00 00 1 5855.285
2020 01 01 10 15 00 1 5855.328
2020 01 01 10 30 00 1 5855.373
2020 01 01 10 45 00 1 5855.416
2020 01 01 11 00 00 1 5855.460
2020 01 01 11 15 00 1 5855.502
2020 01 01 11 30 00 1 5855.537
2020 01 01 11 45 00 1 5855.574
2020 01 01 12 00 00 1 5855.605
2020 01 01 12 15 00 1 5855.632
2020 01 01 12 30 00 1 5855.656
2020 01 01 12 45 00 1 5855.674
2020 01 01 13 00 00 1 5855.684
2020 01 01 13 15 00 1 5855.692
2020 01 01 13 30 00 1 5855.693
2020 01 01 13 45 00 1 5855.685
2020 01 01 14 00 00 1 5855.674
2020 01 01 14 15 00 1 5855.655
2020 01 01 14 30 00 1 5855.630
2020 01 01 14 45 00 1 5855.601
2020 01 01 15 00 00 1 5855.566
2020 01 01 15 15 00 1 5855.522
2020 01 01 15 30 00 1 5855.476
2020 01 01 15 45 00 1 5855.426
2020 01 01 16 00 00 1 5855.374
2020 01 01 16 15 00 1 5855.323
2020 01 01 16 30 00 1 5855.262
2020 01 01 16 45 00 1 5855.204
2020 01 01 17 00 00 1 5855.143
2020 01 01 17 15 00 1 5855.087
2020 01 01 17 30 00 1 5855.032
2020 01 01 17 45 00 1 5854.982
2020 01 01 18 00 00 1 5854.933
2020 01 01 18 15 00 1 5854.889
2020 01 01 18 30 00 1 5854.850
2020 01 01 18 45 00 1 5854.818
2020 01 01 19 00 00 1 5854.792
2020 01 01 19 15 00 1 5854.772
2020 01 01 19 30 00 1 5854.762
2020 01 01 19 45 00 1 5854.753
2020 01 01 20 00 00 1 5854.754
2020 01 01 20 15 00 1 5854.762
2020 01 01 20 30 00 1 5854.778
2020 01 01 20 45 00 1 5854.799
2020 01 01 21 00 00 1 5854.826
2020 01 01 21 15 00 1 5854.856
2020 01 01 21 30 00 1 5854.895
2020 01 01 21 45 00 1 5854.940
2020 01 01 22 00 00 1 5854.986
2020 01 01 22 15 00 1 5855.035
2020 01 01 22 30 00 1 5855.089
2020 01 01 22 45 00 1 5855.148
2020 01 01 23 00 00 1 5855.202
2020 01 01 23 15 00 1 5855.257
2020 01 01 23 30 00 1 5855.312
2020 01 01 23 45 00 1 5855.366
2020 01 02 00 00 00 1 5855.420
2020 01 02 00 15 00 1 5855.469
2020 01 02 00 30 00 1 5855.520
2020 01 02 00 45 00 1 5855.567
2020 01 02 01 00 00 1 5855.604
2020 01 02 01 15 00 1 5855.638
2020 01 02 01 30 00 1 5855.666
2020 01 02 01 45 00 1 5855.692
2020 01 02 02 00 00 1 5855.712
2020 01 02 02 15 00 1 5855.724
2020 01 02 02 30 00 1 5855.728
2020 01 02 02 45 00 1 5855.728
2020 01 02 03 00 00 1 5855.721
2020 01 02 03 15 00 1 5855.710
2020 01 02 03 30 00 1 5855.695
2020 01 02 03 45 00 1 5855.672
2020 01 02 04 00 00 1 5855.646
2020 01 02 04 15 00 1 5855.614
2020 01 02 04 30 00 1 5855.578
2020 01 02 04 45 00 1 5855.538
2020 01 02 05 00 00 1 5855.495
2020 01 02 05 15 00 1 5855.455
2020 01 02 05 30 00 1 5855.408
2020 01 02 05 45 00 1 5855.360
2020 01 02 06 00 00 1 5855.317
2020 01 02 06 15 00 1 5855.278
2020 01 02 06 30 00 1 5855.236
2020 01 02 06 45 00 1 5855.199
2020 01 02 07 00 00 1 5855.169
2020 01 02 07 15 00 1 5855.142
2020 01 02 07 30 00 1 5855.119
2020 01 02 07 45 00 1 5855.101
2020 01 02 08 00 00 1 5855.085
2020 01 02 08 15 00 1 5855.074
2020 01 02 08 30 00 1 5855.066
2020 01 02 08 45 00 1 5855.068
2020 01 02 09 00 00 1 5855.073
2020 01 02 09 15 00 1 5855.082
2020 01 02 09 30 00 1 5855.096
2020 01 02 09 45 00 1 5855.115
2020 01 02 10 00 00 1 5855.136
2020 01 02 10 15 00 1 5855.163
2020 01 02 10 30 00 1 5855.192
2020 01 02 10 45 00 1 5855.225
2020 01 02 11 00 00 1 5855.255
2020 01 02 11 15 00 1 5855.288
2020 01 02 11 30 00 1 5855.326
2020 01 02 11 45 00 1 5855.359
2020 01 02 12 00 00 1 5855.391
2020 01 02 12 15 00 1 5855.422
2020 01 02 12 30 00 1 5855.452
2020 01 02 12 45 00 1 5855.475
2020 01 02 13 00 00 1 5855.500
2020 01 02 13 15 00 1 5855.521
2020 01 02 13 30 00 1 5855.535
2020 01 02 13 45 00 1 5855.546
2020 01 02 14 00 00 1 5855.554
2020 01 02 14 15 00 1 5855.554
2020 01 02 14 30 00 1 5855.553
2020 01 02 14 45 00 1 5855.544
2020 01 02 15 00 00 1 5855.531
2020 01 02 15 15 00 1 5855.513
2020 01 02 15 30 00 1 5855.494
2020 01 02 15 45 00 1 5855.468
2020 01 02 16 00 00 1 5855.438
2020 01 02 16 15 00 1 5855.404
