#YY,MM,DD,WVHT,ATMP,WTMP
2021,1,1,35.5,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,34.9,99.0,99.0
2021,1,1,34.9,99.0,99.0
2021,1,1,35.2,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.5,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,1,35.4,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.3,99.0,99.0
2021,1,2,35.4,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
2021,1,3,35.3,99.0,99.0
