#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2023 01 01 00 00 00 1 2747.919
2023 01 01 00 15 00 1 2747.915
2023 01 01 00 30 00 1 2747.905
2023 01 01 00 45 00 1 2747.888
2023 01 01 01 00 00 1 2747.861
2023 01 01 01 15 00 1 2747.828
2023 01 01 01 30 00 1 2747.788
2023 01 01 01 45 00 1 2747.741
2023 01 01 02 00 00 1 2747.691
2023 01 01 02 15 00 1 2747.634
2023 01 01 02 30 00 1 2747.571
2023 01 01 02 45 00 1 2747.501
2023 01 01 03 00 00 1 2747.430
2023 01 01 03 15 00 1 2747.354
2023 01 01 03 30 00 1 2747.276
2023 01 01 03 45 00 1 2747.196
2023 01 01 04 00 00 1 2747.115
2023 01 01 04 15 00 1 2747.032
2023 01 01 04 30 00 1 2746.950
2023 01 01 04 45 00 1 2746.870
2023 01 01 05 00 00 1 2746.791
2023 01 01 05 15 00 1 2746.714
2023 01 01 05 30 00 1 2746.644
2023 01 01 05 45 00 1 2746.576
2023 01 01 06 00 00 1 2746.514
2023 01 01 06 15 00 1 2746.459
2023 01 01 06 30 00 1 2746.410
2023 01 01 06 45 00 1 2746.367
2023 01 01 07 00 00 1 2746.330
2023 01 01 07 15 00 1 2746.302
2023 01 01 07 30 00 1 2746.285
2023 01 01 07 45 00 1 2746.275
2023 01 01 08 00 00 1 2746.277
2023 01 01 08 15 00 1 2746.282
2023 01 01 08 30 00 1 2746.298
2023 01 01 08 45 00 1 2746.321
2023 01 01 09 00 00 1 2746.353
2023 01 01 09 15 00 1 2746.392
2023 01 01 09 30 00 1 2746.439
2023 01 01 09 45 00 1 2746.494
2023 01 01 10 00 00 1 2746.554
2023 01 01 10 15 00 1 2746.617
2023 01 01 10 30 00 1 2746.685
2023 01 01 10 45 00 1 2746.757
2023 01 01 11 00 00 1 2746.831
2023 01 01 11 15 00 1 2746.905
2023 01 01 11 30 00 1 2746.978
2023 01 01 11 45 00 1 2747.051
2023 01 01 12 00 00 1 2747.125
2023 01 01 12 15 00 1 2747.194
2023 01 01 12 30 00 1 2747.261
2023 01 01 12 45 00 1 2747.322
2023 01 01 13 00 00 1 2747.378
2023 01 01 13 15 00 1 2747.429
2023 01 01 13 30 00 1 2747.478
2023 01 01 13 45 00 1 2747.518
2023 01 01 14 00 00 1 2747.553
2023 01 01 14 15 00 1 2747.582
2023 01 01 14 30 00 1 2747.605
2023 01 01 14 45 00 1 2747.617
2023 01 01 15 00 00 1 2747.625
2023 01 01 15 15 00 1 2747.626
2023 01 01 15 30 00 1 2747.621
2023 01 01 15 45 00 1 2747.609
2023 01 01 16 00 00 1 2747.594
2023 01 01 16 15 00 1 2747.574
2023 01 01 16 30 00 1 2747.553
2023 01 01 16 45 00 1 2747.528
2023 01 01 17 00 00 1 2747.502
2023 01 01 17 15 00 1 2747.474
2023 01 01 17 30 00 1 2747.447
2023 01 01 17 45 00 1 2747.418
2023 01 01 18 00 00 1 2747.391
2023 01 01 18 15 00 1 2747.367
2023 01 01 18 30 00 1 2747.348
2023 01 01 18 45 00 1 2747.331
2023 01 01 19 00 00 1 2747.319
2023 01 01 19 15 00 1 2747.312
2023 01 01 19 30 00 1 2747.309
2023 01 01 19 45 00 1 2747.309
2023 01 01 20 00 00 1 2747.317
2023 01 01 20 15 00 1 2747.331
2023 01 01 20 30 00 1 2747.350
2023 01 01 20 45 00 1 2747.371
2023 01 01 21 00 00 1 2747.395
2023 01 01 21 15 00 1 2747.424
2023 01 01 21 30 00 1 2747.455
2023 01 01 21 45 00 1 2747.489
2023 01 01 22 00 00 1 2747.524
2023 01 01 22 15 00 1 2747.562
2023 01 01 22 30 00 1 2747.600
2023 01 01 22 45 00 1 2747.637
2023 01 01 23 00 00 1 2747.671
2023 01 01 23 15 00 1 2747.704
2023 01 01 23 30 00 1 2747.735
2023 01 01 23 45 00 1 2747.759
2023 01 02 00 00 00 1 2747.781
2023 01 02 00 15 00 1 2747.796
2023 01 02 00 30 00 1 2747.807
2023 01 02 00 45 00 1 2747.812
2023 01 02 01 00 00 1 2747.812
2023 01 02 01 15 00 1 2747.804
2023 01 02 01 30 00 1 2747.789
2023 01 02 01 45 00 1 2747.768
2023 01 02 02 00 00 1 2747.743
2023 01 02 02 15 00 1 2747.710
2023 01 02 02 30 00 1 2747.667
2023 01 02 02 45 00 1 2747.621
2023 01 02 03 00 00 1 2747.567
2023 01 02 03 15 00 1 2747.506
2023 01 02 03 30 00 1 2747.441
2023 01 02 03 45 00 1 2747.373
2023 01 02 04 00 00 1 2747.300
2023 01 02 04 15 00 1 2747.223
2023 01 02 04 30 00 1 2747.144
2023 01 02 04 45 00 1 2747.063
2023 01 02 05 00 00 1 2746.979
2023 01 02 05 15 00 1 2746.896
2023 01 02 05 30 00 1 2746.812
2023 01 02 05 45 00 1 2746.729
2023 01 02 06 00 00 1 2746.649
2023 01 02 06 15 00 1 2746.571
2023 01 02 06 30 00 1 2746.498
2023 01 02 06 45 00 1 2746.430
2023 01 02 07 00 00 1 2746.368
2023 01 02 07 15 00 1 2746.312
2023 01 02 07 30 00 1 2746.264
2023 01 02 07 45 00 1 2746.225
2023 01 02 08 00 00 1 2746.193
2023 01 02 08 15 00 1 2746.171
2023 01 02 08 30 00 1 2746.160
2023 01 02 08 45 00 1 2746.158
2023 01 02 09 00 00 1 2746.166
2023 01 02 09 15 00 1 2746.184
2023 01 02 09 30 00 1 2746.210
2023 01 02 09 45 00 1 2746.248
2023 01 02 10 00 00 1 2746.292
2023 01 02 10 15 00 1 2746.346
2023 01 02 10 30 00 1 2746.405
2023 01 02 10 45 00 1 2746.474
2023 01 02 11 00 00 1 2746.550
2023 01 02 11 15 00 1 2746.628
2023 01 02 11 30 00 1 2746.713
2023 01 02 11 45 00 1 2746.799
2023 01 02 12 00 00 1 2746.886
2023 01 02 12 15 00 1 2746.977
2023 01 02 12 30 00 1 2747.067
2023 01 02 12 45 00 1 2747.155
2023 01 02 13 00 00 1 2747.238
2023 01 02 13 15 00 1 2747.322
2023 01 02 13 30 00 1 2747.401
2023 01 02 13 45 00 1 2747.473
2023 01 02 14 00 00 1 2747.538
2023 01 02 14 15 00 1 2747.597
2023 01 02 14 30 00 1 2747.650
2023 01 02 14 45 00 1 2747.695
2023 01 02 15 00 00 1 2747.731
2023 01 02 15 15 00 1 2747.761
2023 01 02 15 30 00 1 2747.784
2023 01 02 15 45 00 1 2747.795
2023 01 02 16 00 00 1 2747.801
2023 01 02 16 15 00 1 2747.798
2023 01 02 16 30 00 1 2747.791
2023 01 02 16 45 00 1 2747.777
2023 01 02 17 00 00 1 2747.757
2023 01 02 17 15 00 1 2747.731
2023 01 02 17 30 00 1 2747.701
2023 01 02 17 45 00 1 2747.668
2023 01 02 18 00 00 1 2747.632
2023 01 02 18 15 00 1 2747.596
2023 01 02 18 30 00 1 2747.560
2023 01 02 18 45 00 1 2747.524
2023 01 02 19 00 00 1 2747.490
2023 01 02 19 15 00 1 2747.460
2023 01 02 19 30 00 1 2747.430
2023 01 02 19 45 00 1 2747.407
