#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2021 01 01 00 00 00 1 4987.444
2021 01 01 00 15 00 1 4987.470
2021 01 01 00 30 00 1 4987.485
2021 01 01 00 45 00 1 4987.494
2021 01 01 01 00 00 1 4987.495
2021 01 01 01 15 00 1 4987.486
2021 01 01 01 30 00 1 4987.467
2021 01 01 01 45 00 1 4987.441
2021 01 01 02 00 00 1 4987.405
2021 01 01 02 15 00 1 4987.361
2021 01 01 02 30 00 1 4987.311
2021 01 01 02 45 00 1 4987.251
2021 01 01 03 00 00 1 4987.188
2021 01 01 03 15 00 1 4987.121
2021 01 01 03 30 00 1 4987.050
2021 01 01 03 45 00 1 4986.978
2021 01 01 04 00 00 1 4986.902
2021 01 01 04 15 00 1 4986.826
2021 01 01 04 30 00 1 4986.750
2021 01 01 04 45 00 1 4986.676
2021 01 01 05 00 00 1 4986.604
2021 01 01 05 15 00 1 4986.537
2021 01 01 05 30 00 1 4986.475
2021 01 01 05 45 00 1 4986.418
2021 01 01 06 00 00 1 4986.368
2021 01 01 06 15 00 1 4986.325
2021 01 01 06 30 00 1 4986.293
2021 01 01 06 45 00 1 4986.270
2021 01 01 07 00 00 1 4986.256
2021 01 01 07 15 00 1 4986.252
2021 01 01 07 30 00 1 4986.258
2021 01 01 07 45 00 1 4986.270
2021 01 01 08 00 00 1 4986.293
2021 01 01 08 15 00 1 4986.325
2021 01 01 08 30 00 1 4986.366
2021 01 01 08 45 00 1 4986.415
2021 01 01 09 00 00 1 4986.471
2021 01 01 09 15 00 1 4986.535
2021 01 01 09 30 00 1 4986.604
2021 01 01 09 45 00 1 4986.677
2021 01 01 10 00 00 1 4986.751
2021 01 01 10 15 00 1 4986.831
2021 01 01 10 30 00 1 4986.908
2021 01 01 10 45 00 1 4986.986
2021 01 01 11 00 00 1 4987.062
2021 01 01 11 15 00 1 4987.134
2021 01 01 11 30 00 1 4987.202
2021 01 01 11 45 00 1 4987.268
2021 01 01 12 00 00 1 4987.327
2021 01 01 12 15 00 1 4987.376
2021 01 01 12 30 00 1 4987.417
2021 01 01 12 45 00 1 4987.452
2021 01 01 13 00 00 1 4987.478
2021 01 01 13 15 00 1 4987.497
2021 01 01 13 30 00 1 4987.508
2021 01 01 13 45 00 1 4987.508
2021 01 01 14 00 00 1 4987.501
2021 01 01 14 15 00 1 4987.487
2021 01 01 14 30 00 1 4987.463
2021 01 01 14 45 00 1 4987.431
2021 01 01 15 00 00 1 4987.391
2021 01 01 15 15 00 1 4987.345
2021 01 01 15 30 00 1 4987.293
2021 01 01 15 45 00 1 4987.235
2021 01 01 16 00 00 1 4987.173
2021 01 01 16 15 00 1 4987.107
2021 01 01 16 30 00 1 4987.039
2021 01 01 16 45 00 1 4986.970
2021 01 01 17 00 00 1 4986.904
2021 01 01 17 15 00 1 4986.839
2021 01 01 17 30 00 1 4986.775
2021 01 01 17 45 00 1 4986.718
2021 01 01 18 00 00 1 4986.662
2021 01 01 18 15 00 1 4986.614
2021 01 01 18 30 00 1 4986.570
2021 01 01 18 45 00 1 4986.535
2021 01 01 19 00 00 1 4986.507
2021 01 01 19 15 00 1 4986.488
2021 01 01 19 30 00 1 4986.476
2021 01 01 19 45 00 1 4986.472
2021 01 01 20 00 00 1 4986.479
2021 01 01 20 15 00 1 4986.496
2021 01 01 20 30 00 1 4986.520
2021 01 01 20 45 00 1 4986.552
2021 01 01 21 00 00 1 4986.593
2021 01 01 21 15 00 1 4986.640
2021 01 01 21 30 00 1 4986.692
2021 01 01 21 45 00 1 4986.750
2021 01 01 22 00 00 1 4986.811
2021 01 01 22 15 00 1 4986.875
2021 01 01 22 30 00 1 4986.942
2021 01 01 22 45 00 1 4987.008
2021 01 01 23 00 00 1 4987.075
2021 01 01 23 15 00 1 4987.138
2021 01 01 23 30 00 1 4987.199
2021 01 01 23 45 00 1 4987.256
2021 01 02 00 00 00 1 4987.307
2021 01 02 00 15 00 1 4987.353
2021 01 02 00 30 00 1 4987.394
2021 01 02 00 45 00 1 4987.427
2021 01 02 01 00 00 1 4987.451
2021 01 02 01 15 00 1 4987.467
2021 01 02 01 30 00 1 4987.473
2021 01 02 01 45 00 1 4987.472
2021 01 02 02 00 00 1 4987.462
2021 01 02 02 15 00 1 4987.442
2021 01 02 02 30 00 1 4987.415
2021 01 02 02 45 00 1 4987.382
2021 01 02 03 00 00 1 4987.337
2021 01 02 03 15 00 1 4987.287
2021 01 02 03 30 00 1 4987.231
2021 01 02 03 45 00 1 4987.168
2021 01 02 04 00 00 1 4987.100
2021 01 02 04 15 00 1 4987.028
2021 01 02 04 30 00 1 4986.954
2021 01 02 04 45 00 1 4986.878
2021 01 02 05 00 00 1 4986.800
2021 01 02 05 15 00 1 4986.724
2021 01 02 05 30 00 1 4986.649
2021 01 02 05 45 00 1 4986.579
2021 01 02 06 00 00 1 4986.510
2021 01 02 06 15 00 1 4986.451
2021 01 02 06 30 00 1 4986.396
2021 01 02 06 45 00 1 4986.352
2021 01 02 07 00 00 1 4986.315
2021 01 02 07 15 00 1 4986.286
2021 01 02 07 30 00 1 4986.268
2021 01 02 07 45 00 1 4986.255
2021 01 02 08 00 00 1 4986.255
2021 01 02 08 15 00 1 4986.261
2021 01 02 08 30 00 1 4986.278
2021 01 02 08 45 00 1 4986.301
2021 01 02 09 00 00 1 4986.334
2021 01 02 09 15 00 1 4986.376
2021 01 02 09 30 00 1 4986.426
2021 01 02 09 45 00 1 4986.482
2021 01 02 10 00 00 1 4986.543
2021 01 02 10 15 00 1 4986.611
2021 01 02 10 30 00 1 4986.685
2021 01 02 10 45 00 1 4986.760
2021 01 02 11 00 00 1 4986.838
2021 01 02 11 15 00 1 4986.914
2021 01 02 11 30 00 1 4986.991
2021 01 02 11 45 00 1 4987.065
2021 01 02 12 00 00 1 4987.138
2021 01 02 12 15 00 1 4987.205
2021 01 02 12 30 00 1 4987.267
2021 01 02 12 45 00 1 4987.320
2021 01 02 13 00 00 1 4987.369
2021 01 02 13 15 00 1 4987.411
2021 01 02 13 30 00 1 4987.445
2021 01 02 13 45 00 1 4987.473
2021 01 02 14 00 00 1 4987.495
2021 01 02 14 15 00 1 4987.506
2021 01 02 14 30 00 1 4987.507
2021 01 02 14 45 00 1 4987.498
2021 01 02 15 00 00 1 4987.482
2021 01 02 15 15 00 1 4987.458
2021 01 02 15 30 00 1 4987.424
2021 01 02 15 45 00 1 4987.385
2021 01 02 16 00 00 1 4987.337
2021 01 02 16 15 00 1 4987.283
2021 01 02 16 30 00 1 4987.225
2021 01 02 16 45 00 1 4987.162
2021 01 02 17 00 00 1 4987.095
2021 01 02 17 15 00 1 4987.030
2021 01 02 17 30 00 1 4986.962
2021 01 02 17 45 00 1 4986.895
2021 01 02 18 00 00 1 4986.830
2021 01 02 18 15 00 1 4986.771
2021 01 02 18 30 00 1 4986.713
2021 01 02 18 45 00 1 4986.661
2021 01 02 19 00 00 1 4986.613
2021 01 02 19 15 00 1 4986.575
2021 01 02 19 30 00 1 4986.542
2021 01 02 19 45 00 1 4986.515
2021 01 02 20 00 00 1 4986.497
2021 01 02 20 15 00 1 4986.487
2021 01 02 20 30 00 1 4986.488
2021 01 02 20 45 00 1 4986.496
2021 01 02 21 00 00 1 4986.511
2021 01 02 21 15 00 1 4986.534
2021 01 02 21 30 00 1 4986.564
2021 01 02 21 45 00 1 4986.604
2021 01 02 22 00 00 1 4986.648
2021 01 02 22 15 00 1 4986.699
