#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 01 01 00 00 00 1 4595.021
2022 01 01 00 15 00 1 4594.964
2022 01 01 00 30 00 1 4594.902
2022 01 01 00 45 00 1 4594.839
2022 01 01 01 00 00 1 4594.774
2022 01 01 01 15 00 1 4594.710
2022 01 01 01 30 00 1 4594.646
2022 01 01 01 45 00 1 4594.588
2022 01 01 02 00 00 1 4594.532
2022 01 01 02 15 00 1 4594.484
2022 01 01 02 30 00 1 4594.440
2022 01 01 02 45 00 1 4594.402
2022 01 01 03 00 00 1 4594.369
2022 01 01 03 15 00 1 4594.347
2022 01 01 03 30 00 1 4594.331
2022 01 01 03 45 00 1 4594.324
2022 01 01 04 00 00 1 4594.322
2022 01 01 04 15 00 1 4594.326
2022 01 01 04 30 00 1 4594.337
2022 01 01 04 45 00 1 4594.349
2022 01 01 05 00 00 1 4594.370
2022 01 01 05 15 00 1 4594.396
2022 01 01 05 30 00 1 4594.424
2022 01 01 05 45 00 1 4594.456
2022 01 01 06 00 00 1 4594.490
2022 01 01 06 15 00 1 4594.525
2022 01 01 06 30 00 1 4594.561
2022 01 01 06 45 00 1 4594.594
2022 01 01 07 00 00 1 4594.629
2022 01 01 07 15 00 1 4594.662
2022 01 01 07 30 00 1 4594.693
2022 01 01 07 45 00 1 4594.719
2022 01 01 08 00 00 1 4594.742
2022 01 01 08 15 00 1 4594.759
2022 01 01 08 30 00 1 4594.769
2022 01 01 08 45 00 1 4594.773
2022 01 01 09 00 00 1 4594.768
2022 01 01 09 15 00 1 4594.757
2022 01 01 09 30 00 1 4594.739
2022 01 01 09 45 00 1 4594.711
2022 01 01 10 00 00 1 4594.677
2022 01 01 10 15 00 1 4594.635
2022 01 01 10 30 00 1 4594.585
2022 01 01 10 45 00 1 4594.533
2022 01 01 11 00 00 1 4594.474
2022 01 01 11 15 00 1 4594.411
2022 01 01 11 30 00 1 4594.344
2022 01 01 11 45 00 1 4594.273
2022 01 01 12 00 00 1 4594.202
2022 01 01 12 15 00 1 4594.130
2022 01 01 12 30 00 1 4594.057
2022 01 01 12 45 00 1 4593.985
2022 01 01 13 00 00 1 4593.915
2022 01 01 13 15 00 1 4593.849
2022 01 01 13 30 00 1 4593.785
