#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2019 01 01 00 00 00 1 4594.807
2019 01 01 00 15 00 1 4594.772
2019 01 01 00 30 00 1 4594.736
2019 01 01 00 45 00 1 4594.705
2019 01 01 01 00 00 1 4594.678
2019 01 01 01 15 00 1 4594.657
2019 01 01 01 30 00 1 4594.641
2019 01 01 01 45 00 1 4594.628
2019 01 01 02 00 00 1 4594.620
2019 01 01 02 15 00 1 4594.617
2019 01 01 02 30 00 1 4594.618
2019 01 01 02 45 00 1 4594.622
2019 01 01 03 00 00 1 4594.632
2019 01 01 03 15 00 1 4594.649
2019 01 01 03 30 00 1 4594.668
2019 01 01 03 45 00 1 4594.685
2019 01 01 04 00 00 1 4594.709
2019 01 01 04 15 00 1 4594.734
2019 01 01 04 30 00 1 4594.760
2019 01 01 04 45 00 1 4594.786
2019 01 01 05 00 00 1 4594.815
2019 01 01 05 15 00 1 4594.843
2019 01 01 05 30 00 1 4594.874
2019 01 01 05 45 00 1 4594.904
2019 01 01 06 00 00 1 4594.933
2019 01 01 06 15 00 1 4594.960
2019 01 01 06 30 00 1 4594.984
2019 01 01 06 45 00 1 4595.000
2019 01 01 07 00 00 1 4595.014
2019 01 01 07 15 00 1 4595.023
2019 01 01 07 30 00 1 4595.026
2019 01 01 07 45 00 1 4595.022
2019 01 01 08 00 00 1 4595.015
2019 01 01 08 15 00 1 4595.000
2019 01 01 08 30 00 1 4594.980
2019 01 01 08 45 00 1 4594.955
2019 01 01 09 00 00 1 4594.924
2019 01 01 09 15 00 1 4594.891
2019 01 01 09 30 00 1 4594.855
2019 01 01 09 45 00 1 4594.815
2019 01 01 10 00 00 1 4594.768
2019 01 01 10 15 00 1 4594.720
2019 01 01 10 30 00 1 4594.670
2019 01 01 10 45 00 1 4594.617
2019 01 01 11 00 00 1 4594.563
2019 01 01 11 15 00 1 4594.508
2019 01 01 11 30 00 1 4594.453
2019 01 01 11 45 00 1 4594.397
2019 01 01 12 00 00 1 4594.344
2019 01 01 12 15 00 1 4594.293
2019 01 01 12 30 00 1 4594.246
2019 01 01 12 45 00 1 4594.204
2019 01 01 13 00 00 1 4594.166
2019 01 01 13 15 00 1 4594.135
2019 01 01 13 30 00 1 4594.109
2019 01 01 13 45 00 1 4594.092
2019 01 01 14 00 00 1 4594.081
2019 01 01 14 15 00 1 4594.079
2019 01 01 14 30 00 1 4594.083
2019 01 01 14 45 00 1 4594.097
