#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 01 01 00 00 999 99.0 99.0  1.01  6.25  5.03   4 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 00 30 999 99.0 99.0  0.90  6.25  4.77   7 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 01 00 999 99.0 99.0  0.89  6.25  4.95   6 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 01 30 999 99.0 99.0  0.83  5.88  4.93   4 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 02 00 999 99.0 99.0  0.82  5.88  4.70   6 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 02 30 999 99.0 99.0  0.81  6.25  4.46   7 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 03 00 999 99.0 99.0  0.83 10.53  4.36   4 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 03 30 999 99.0 99.0  0.81 10.53  4.07   1 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 04 00 999 99.0 99.0  0.75 10.53  3.78   4 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 04 30 999 99.0 99.0  0.70 11.11  3.67  10 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 05 00 999 99.0 99.0  0.68 10.53  3.63   4 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 05 30 999 99.0 99.0  0.62  9.88  3.63 357 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 06 00 999 99.0 99.0  0.59 10.53  3.51 356 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 06 30 999 99.0 99.0  0.56  9.88  3.49   7 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 07 00 999 99.0 99.0  0.56  9.88  3.26   0 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 07 30 999 99.0 99.0  0.58 10.53  3.28  11 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 08 00 999 99.0 99.0  0.59  2.78  3.26 267 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 08 30 999 99.0 99.0  0.58 10.53  3.22 359 9999.0 999.0   5.2 999.0 99.0 99.00
2020 01 01 09 00 999 99.0 99.0  0.65  3.03  3.09 280 9999.0 999.0   5.2 999.0 99.0 99.00
2020 01 01 09 30 999 99.0 99.0  0.65  3.33  3.17 302 9999.0 999.0   5.2 999.0 99.0 99.00
2020 01 01 10 00 999 99.0 99.0  0.67  3.23  3.17 298 9999.0 999.0   5.2 999.0 99.0 99.00
2020 01 01 10 30 999 99.0 99.0  0.68  3.03  3.33 294 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 11 00 999 99.0 99.0  0.63  3.70  3.31 325 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 11 30 999 99.0 99.0  0.54  3.33  3.25 324 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 12 00 999 99.0 99.0  0.55  3.70  3.21 332 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 12 30 999 99.0 99.0  0.57  3.45  3.38 329 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 13 00 999 99.0 99.0  0.57  3.70  3.37 343 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 13 30 999 99.0 99.0  0.61  4.35  3.25 349 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 14 00 999 99.0 99.0  0.61  2.70  3.16 271 9999.0 999.0   5.1 999.0 99.0 99.00
2020 01 01 14 30 999 99.0 99.0  0.63  2.94  3.11 273 9999.0 999.0   5.2 999.0 99.0 99.00
2020 01 01 15 00 999 99.0 99.0  0.64  2.94  3.06 279 9999.0 999.0   5.2 999.0 99.0 99.00
2020 01 01 15 30 999 99.0 99.0  0.73  3.33  3.12 276 9999.0 999.0   5.2 999.0 99.0 99.00
