#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 11 22 00 15 00 1 3466.077
2022 11 22 00 30 00 1 3466.089
2022 11 22 00 45 00 1 3466.094
2022 11 22 01 00 00 1 3466.093
2022 11 22 01 15 00 1 3466.086
2022 11 22 01 30 00 1 3466.074
2022 11 22 01 45 00 1 3466.055
2022 11 22 02 00 00 1 3466.031
2022 11 22 02 15 00 1 3466.004
2022 11 22 02 30 00 1 3465.973
2022 11 22 02 45 00 1 3465.938
2022 11 22 03 00 00 1 3465.903
2022 11 22 03 15 00 1 3465.862
2022 11 22 03 30 00 1 3465.818
2022 11 22 03 45 00 1 3465.773
2022 11 22 04 00 00 1 3465.727
2022 11 22 04 15 00 1 3465.683
2022 11 22 04 30 00 1 3465.640
2022 11 22 04 45 00 1 3465.598
2022 11 22 05 00 00 1 3465.559
2022 11 22 05 15 00 1 3465.523
2022 11 22 05 30 00 1 3465.489
2022 11 22 05 45 00 1 3465.460
2022 11 22 06 00 00 1 3465.437
2022 11 22 06 15 00 1 3465.420
2022 11 22 06 30 00 1 3465.409
2022 11 22 06 45 00 1 3465.400
2022 11 22 07 00 00 1 3465.401
2022 11 22 07 15 00 1 3465.405
2022 11 22 07 30 00 1 3465.417
2022 11 22 07 45 00 1 3465.435
2022 11 22 08 00 00 1 3465.457
2022 11 22 08 15 00 1 3465.485
2022 11 22 08 30 00 1 3465.520
2022 11 22 08 45 00 1 3465.561
2022 11 22 09 00 00 1 3465.601
2022 11 22 09 15 00 1 3465.646
2022 11 22 09 30 00 1 3465.693
2022 11 22 09 45 00 1 3465.744
2022 11 22 10 00 00 1 3465.795
2022 11 22 10 15 00 1 3465.848
2022 11 22 10 30 00 1 3465.900
2022 11 22 10 45 00 1 3465.952
2022 11 22 11 00 00 1 3466.001
2022 11 22 11 15 00 1 3466.051
2022 11 22 11 30 00 1 3466.097
2022 11 22 11 45 00 1 3466.137
2022 11 22 12 00 00 1 3466.173
2022 11 22 12 15 00 1 3466.205
2022 11 22 12 30 00 1 3466.229
2022 11 22 12 45 00 1 3466.246
2022 11 22 13 00 00 1 3466.258
2022 11 22 13 15 00 1 3466.264
2022 11 22 13 30 00 1 3466.264
2022 11 22 13 45 00 1 3466.258
2022 11 22 14 00 00 1 3466.243
2022 11 22 14 15 00 1 3466.222
2022 11 22 14 30 00 1 3466.194
2022 11 22 14 45 00 1 3466.168
2022 11 22 15 00 00 1 3466.133
2022 11 22 15 15 00 1 3466.094
2022 11 22 15 30 00 1 3466.055
2022 11 22 15 45 00 1 3466.015
2022 11 22 16 00 00 1 3465.971
2022 11 22 16 15 00 1 3465.926
2022 11 22 16 30 00 1 3465.878
2022 11 22 16 45 00 1 3465.832
2022 11 22 17 00 00 1 3465.783
2022 11 22 17 15 00 1 3465.737
2022 11 22 17 30 00 1 3465.691
2022 11 22 17 45 00 1 3465.650
2022 11 22 18 00 00 1 3465.612
2022 11 22 18 15 00 1 3465.581
2022 11 22 18 30 00 1 3465.557
2022 11 22 18 45 00 1 3465.535
2022 11 22 19 00 00 1 3465.518
2022 11 22 19 15 00 1 3465.507
2022 11 22 19 30 00 1 3465.498
2022 11 22 19 45 00 1 3465.498
2022 11 22 20 00 00 1 3465.501
2022 11 22 20 15 00 1 3465.514
2022 11 22 20 30 00 1 3465.531
2022 11 22 20 45 00 1 3465.553
2022 11 22 21 00 00 1 3465.582
2022 11 22 21 15 00 1 3465.612
2022 11 22 21 30 00 1 3465.647
2022 11 22 21 45 00 1 3465.683
