#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2021 01 01 00 00 00 1 2496.624
2021 01 01 00 15 00 1 2496.693
2021 01 01 00 30 00 1 2496.775
2021 01 01 00 45 00 1 2496.865
2021 01 01 01 00 00 1 2496.961
2021 01 01 01 15 00 1 2497.060
2021 01 01 01 30 00 1 2497.161
2021 01 01 01 45 00 1 2497.260
2021 01 01 02 00 00 1 2497.364
2021 01 01 02 15 00 1 2497.465
2021 01 01 02 30 00 1 2497.555
2021 01 01 02 45 00 1 2497.638
2021 01 01 03 00 00 1 2497.715
2021 01 01 03 15 00 1 2497.785
2021 01 01 03 30 00 1 2497.845
2021 01 01 03 45 00 1 2497.895
2021 01 01 04 00 00 1 2497.932
2021 01 01 04 15 00 1 2497.955
2021 01 01 04 30 00 1 2497.969
2021 01 01 04 45 00 1 2497.970
2021 01 01 05 00 00 1 2497.958
2021 01 01 05 15 00 1 2497.934
2021 01 01 05 30 00 1 2497.898
2021 01 01 05 45 00 1 2497.844
2021 01 01 06 00 00 1 2497.778
2021 01 01 06 15 00 1 2497.719
2021 01 01 06 30 00 1 2497.648
2021 01 01 06 45 00 1 2497.565
2021 01 01 07 00 00 1 2497.471
2021 01 01 07 15 00 1 2497.377
2021 01 01 07 30 00 1 2497.291
2021 01 01 07 45 00 1 2497.196
2021 01 01 08 00 00 1 2497.103
2021 01 01 08 15 00 1 2497.011
2021 01 01 08 30 00 1 2496.922
2021 01 01 08 45 00 1 2496.839
2021 01 01 09 00 00 1 2496.766
2021 01 01 09 15 00 1 2496.703
2021 01 01 09 30 00 1 2496.649
2021 01 01 09 45 00 1 2496.603
2021 01 01 10 00 00 1 2496.569
2021 01 01 10 15 00 1 2496.550
2021 01 01 10 30 00 1 2496.546
2021 01 01 10 45 00 1 2496.549
2021 01 01 11 00 00 1 2496.567
2021 01 01 11 15 00 1 2496.597
2021 01 01 11 30 00 1 2496.641
2021 01 01 11 45 00 1 2496.694
2021 01 01 12 00 00 1 2496.760
2021 01 01 12 15 00 1 2496.838
2021 01 01 12 30 00 1 2496.921
2021 01 01 12 45 00 1 2497.013
2021 01 01 13 00 00 1 2497.115
2021 01 01 13 15 00 1 2497.222
2021 01 01 13 30 00 1 2497.336
2021 01 01 13 45 00 1 2497.450
2021 01 01 14 00 00 1 2497.564
2021 01 01 14 15 00 1 2497.675
2021 01 01 14 30 00 1 2497.780
