#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2023 01 01 00 00 00 1 2483.877
2023 01 01 00 15 00 1 2483.845
2023 01 01 00 30 00 1 2483.808
2023 01 01 00 45 00 1 2483.770
2023 01 01 01 00 00 1 2483.729
2023 01 01 01 15 00 1 2483.685
2023 01 01 01 30 00 1 2483.640
2023 01 01 01 45 00 1 2483.597
2023 01 01 02 00 00 1 2483.554
2023 01 01 02 15 00 1 2483.513
2023 01 01 02 30 00 1 2483.472
2023 01 01 02 45 00 1 2483.433
2023 01 01 03 00 00 1 2483.397
2023 01 01 03 15 00 1 2483.365
2023 01 01 03 30 00 1 2483.334
2023 01 01 03 45 00 1 2483.309
2023 01 01 04 00 00 1 2483.290
2023 01 01 04 15 00 1 2483.277
2023 01 01 04 30 00 1 2483.267
2023 01 01 04 45 00 1 2483.262
2023 01 01 05 00 00 1 2483.266
2023 01 01 05 15 00 1 2483.277
2023 01 01 05 30 00 1 2483.291
2023 01 01 05 45 00 1 2483.311
2023 01 01 06 00 00 1 2483.339
2023 01 01 06 15 00 1 2483.372
2023 01 01 06 30 00 1 2483.410
2023 01 01 06 45 00 1 2483.452
2023 01 01 07 00 00 1 2483.498
2023 01 01 07 15 00 1 2483.546
2023 01 01 07 30 00 1 2483.596
2023 01 01 07 45 00 1 2483.647
2023 01 01 08 00 00 1 2483.700
2023 01 01 08 15 00 1 2483.757
2023 01 01 08 30 00 1 2483.813
2023 01 01 08 45 00 1 2483.872
2023 01 01 09 00 00 1 2483.925
2023 01 01 09 15 00 1 2483.976
2023 01 01 09 30 00 1 2484.023
2023 01 01 09 45 00 1 2484.066
2023 01 01 10 00 00 1 2484.104
2023 01 01 10 15 00 1 2484.139
2023 01 01 10 30 00 1 2484.168
2023 01 01 10 45 00 1 2484.190
2023 01 01 11 00 00 1 2484.206
2023 01 01 11 15 00 1 2484.218
2023 01 01 11 30 00 1 2484.221
2023 01 01 11 45 00 1 2484.216
2023 01 01 12 00 00 1 2484.207
2023 01 01 12 15 00 1 2484.190
2023 01 01 12 30 00 1 2484.167
2023 01 01 12 45 00 1 2484.140
2023 01 01 13 00 00 1 2484.107
2023 01 01 13 15 00 1 2484.072
2023 01 01 13 30 00 1 2484.031
2023 01 01 13 45 00 1 2483.985
2023 01 01 14 00 00 1 2483.937
2023 01 01 14 15 00 1 2483.887
2023 01 01 14 30 00 1 2483.835
2023 01 01 14 45 00 1 2483.783
2023 01 01 15 00 00 1 2483.731
2023 01 01 15 15 00 1 2483.679
2023 01 01 15 30 00 1 2483.627
2023 01 01 15 45 00 1 2483.577
2023 01 01 16 00 00 1 2483.530
2023 01 01 16 15 00 1 2483.488
2023 01 01 16 30 00 1 2483.448
2023 01 01 16 45 00 1 2483.413
2023 01 01 17 00 00 1 2483.383
2023 01 01 17 15 00 1 2483.362
2023 01 01 17 30 00 1 2483.344
2023 01 01 17 45 00 1 2483.330
2023 01 01 18 00 00 1 2483.324
2023 01 01 18 15 00 1 2483.327
2023 01 01 18 30 00 1 2483.334
2023 01 01 18 45 00 1 2483.346
2023 01 01 19 00 00 1 2483.363
2023 01 01 19 15 00 1 2483.387
2023 01 01 19 30 00 1 2483.416
2023 01 01 19 45 00 1 2483.445
2023 01 01 20 00 00 1 2483.477
2023 01 01 20 15 00 1 2483.512
2023 01 01 20 30 00 1 2483.550
2023 01 01 20 45 00 1 2483.591
2023 01 01 21 00 00 1 2483.635
2023 01 01 21 15 00 1 2483.681
2023 01 01 21 30 00 1 2483.724
2023 01 01 21 45 00 1 2483.762
2023 01 01 22 00 00 1 2483.799
2023 01 01 22 15 00 1 2483.835
2023 01 01 22 30 00 1 2483.864
2023 01 01 22 45 00 1 2483.889
2023 01 01 23 00 00 1 2483.912
