#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2020 01 01 00 00 00 1 2491.999
2020 01 01 00 15 00 1 2491.976
2020 01 01 00 30 00 1 2491.958
2020 01 01 00 45 00 1 2491.952
2020 01 01 01 00 00 1 2491.957
2020 01 01 01 15 00 1 2491.971
2020 01 01 01 30 00 1 2491.991
2020 01 01 01 45 00 1 2492.016
2020 01 01 02 00 00 1 2492.051
2020 01 01 02 15 00 1 2492.093
2020 01 01 02 30 00 1 2492.149
2020 01 01 02 45 00 1 2492.208
2020 01 01 03 00 00 1 2492.270
2020 01 01 03 15 00 1 2492.335
2020 01 01 03 30 00 1 2492.402
2020 01 01 03 45 00 1 2492.470
2020 01 01 04 00 00 1 2492.537
2020 01 01 04 15 00 1 2492.607
2020 01 01 04 30 00 1 2492.677
2020 01 01 04 45 00 1 2492.741
2020 01 01 05 00 00 1 2492.796
2020 01 01 05 15 00 1 2492.846
2020 01 01 05 30 00 1 2492.892
2020 01 01 05 45 00 1 2492.932
2020 01 01 06 00 00 1 2492.965
2020 01 01 06 15 00 1 2492.988
2020 01 01 06 30 00 1 2493.003
2020 01 01 06 45 00 1 2493.010
2020 01 01 07 00 00 1 2493.010
2020 01 01 07 15 00 1 2493.001
2020 01 01 07 30 00 1 2492.983
2020 01 01 07 45 00 1 2492.958
2020 01 01 08 00 00 1 2492.929
2020 01 01 08 15 00 1 2492.894
2020 01 01 08 30 00 1 2492.852
2020 01 01 08 45 00 1 2492.805
2020 01 01 09 00 00 1 2492.754
2020 01 01 09 15 00 1 2492.700
2020 01 01 09 30 00 1 2492.645
2020 01 01 09 45 00 1 2492.589
2020 01 01 10 00 00 1 2492.532
2020 01 01 10 15 00 1 2492.478
2020 01 01 10 30 00 1 2492.425
2020 01 01 10 45 00 1 2492.373
2020 01 01 11 00 00 1 2492.324
2020 01 01 11 15 00 1 2492.284
2020 01 01 11 30 00 1 2492.247
2020 01 01 11 45 00 1 2492.217
2020 01 01 12 00 00 1 2492.191
2020 01 01 12 15 00 1 2492.171
2020 01 01 12 30 00 1 2492.162
2020 01 01 12 45 00 1 2492.163
2020 01 01 13 00 00 1 2492.169
2020 01 01 13 15 00 1 2492.184
2020 01 01 13 30 00 1 2492.203
2020 01 01 13 45 00 1 2492.229
2020 01 01 14 00 00 1 2492.262
2020 01 01 14 15 00 1 2492.300
2020 01 01 14 30 00 1 2492.342
2020 01 01 14 45 00 1 2492.398
2020 01 01 15 00 00 1 2492.456
2020 01 01 15 15 00 1 2492.513
2020 01 01 15 30 00 1 2492.570
2020 01 01 15 45 00 1 2492.632
2020 01 01 16 00 00 1 2492.698
2020 01 01 16 15 00 1 2492.763
2020 01 01 16 30 00 1 2492.826
